nr,company,location_hq,region,usstate,country,continent,laid_off,date_layoffs,percentage,company_size_before_layoffs,company_size_after_layoffs,industry,stage,money_raised_in__mil,year,latitude,longitude
1561,Snap,Los Angeles,,California,USA,North America,500.0,05.02.24,10,5000.0,4500.0,Consumer,Post-IPO,5,2024,"34,0536909","-118,242766"
1563,Amazon,Seattle,,Washington,USA,North America,400.0,06.02.24,,,,Retail,Post-IPO,108,2024,"47,6038321","-122,330062"
1564,DocuSign,San Francisco,San Francisco Bay Area,California,USA,North America,440.0,06.02.24,6,7333.0,6893.0,Sales,Post-IPO,536,2024,"37,7792588","-122,4193286"
1566,Fireblocks,New York City,,New York,USA,North America,20.0,07.02.24,3,667.0,647.0,Crypto,Series E,1,2024,"40,7127281","-74,0060152"
1567,Grammarly,San Francisco,San Francisco Bay Area,California,USA,North America,230.0,07.02.24,,,,Consumer,Unknown,400,2024,"37,7792588","-122,4193286"
1572,Otovo,Oslo,,,Norway,Europe,65.0,08.02.24,15,433.0,368.0,Energy,Post-IPO,247,2024,"59,9133301","10,7389701"
1573,Pure Storage,Santa Clara,San Francisco Bay Area,California,USA,North America,275.0,08.02.24,,,,Data,Post-IPO,529,2024,"37,354107","-121,955238"
1574,BlissClub,Bengaluru,,,India,Asia,21.0,09.02.24,18,117.0,96.0,Retail,Series A,20,2024,"12,98815675","77,62260004"
1576,Licious,Bengaluru,,,India,Asia,80.0,09.02.24,3,2667.0,2587.0,Food,Series F,490,2024,"12,98815675","77,62260004"
1577,SiriusXM,New York City,,New York,USA,North America,160.0,12.02.24,3,5333.0,5173.0,Media,Post-IPO,525,2024,"40,7127281","-74,0060152"
1579,Impinj,Seattle,,Washington,USA,North America,50.0,13.02.24,10,500.0,450.0,Other,Post-IPO,137,2024,"47,6038321","-122,330062"
1580,Instacart,San Francisco,San Francisco Bay Area,California,USA,North America,250.0,13.02.24,7,3571.0,3321.0,Food,Post-IPO,3,2024,"37,7792588","-122,4193286"
1581,Mozilla,San Francisco,San Francisco Bay Area,California,USA,North America,60.0,13.02.24,5,1200.0,1140.0,Consumer,Unknown,2,2024,"37,7792588","-122,4193286"
1583,Riskified,New York City,,New York,USA,North America,40.0,13.02.24,6,667.0,627.0,Retail,Post-IPO,229,2024,"40,7127281","-74,0060152"
1586,Cisco,San Jose,San Francisco Bay Area,California,USA,North America,4250.0,14.02.24,5,85000.0,80750.0,Infrastructure,Post-IPO,2,2024,"37,3361663","-121,890591"
1587,Wint Wealth,Nashik,,,India,Asia,19.0,14.02.24,20,95.0,76.0,Finance,Series A,16,2024,"20,0112475","73,7902364"
1589,Gro Intelligence,New York City,,New York,USA,North America,20.0,15.02.24,10,200.0,180.0,Food,Series B,118,2024,"40,7127281","-74,0060152"
1591,Sonder,San Francisco,San Francisco Bay Area,California,USA,North America,106.0,15.02.24,17,623.0,517.0,Travel,Post-IPO,839,2024,"37,7792588","-122,4193286"
1592,Storytel,Stockholm,,,Sweden,Europe,80.0,15.02.24,13,615.0,535.0,Consumer,Post-IPO,312,2024,"59,3251172","18,0710935"
1593,Toast,Boston,,Massachusetts,USA,North America,550.0,15.02.24,10,5500.0,4950.0,Food,Post-IPO,962,2024,"42,3554334","-71,060511"
1594,Farfetch,London,,,UK,Europe,2000.0,16.02.24,25,8000.0,6000.0,Retail,Acquired,2,2024,"51,4893335","-0,144055085"
1595,Voi,Stockholm,,,Sweden,Europe,120.0,16.02.24,12,1000.0,880.0,Transportation,Series D,515,2024,"59,3251172","18,0710935"
1596,Aptiv,Krakow,,,Poland,Europe,250.0,20.02.24,,,,Transportation,Post-IPO,8,2024,"50,0469432","19,99715344"
1600,Tails.com,London,,,UK,Europe,55.0,20.02.24,25,220.0,165.0,Retail,Series A,5,2024,"51,4893335","-0,144055085"
1601,Affirm,Pittsburgh,,Pennsylvania,USA,North America,60.0,21.02.24,,,,Finance,Post-IPO,2,2024,"40,4416941","-79,9900861"
1603,Finder,Sydney,,,Australia,Oceana,60.0,21.02.24,17,353.0,292.0,Retail,Unknown,30,2024,"-33,8698439","151,2082848"
1606,Carbon Health,San Francisco,San Francisco Bay Area,California,USA,North America,56.0,23.02.24,,,,Healthcare,Series D,522,2024,"37,7792588","-122,4193286"
1607,Redesign Health,New York City,,New York,USA,North America,77.0,23.02.24,,,,Healthcare,Series C,315,2024,"40,7127281","-74,0060152"
1609,Expedia,Seattle,,Washington,USA,North America,1500.0,26.02.24,8,18750.0,17250.0,Travel,Post-IPO,3,2024,"47,6038321","-122,330062"
1610,WayCool,Chennai,,,India,Asia,70.0,26.02.24,,,,Food,Unknown,363,2024,"13,0836939","80,270186"
1612,Bumble,Austin,,Texas,USA,North America,350.0,27.02.24,30,1167.0,817.0,Consumer,Post-IPO,313,2024,"30,2711286","-97,7436995"
1613,PropertyGuru,Singapore,,,Singapore,Asia,79.0,27.02.24,,,,Real Estate,Post-IPO,676,2024,"1,2899175","103,8519072"
1614,Sony Interactive,San Mateo,San Francisco Bay Area,California,USA,North America,900.0,27.02.24,8,11250.0,10350.0,Consumer,Subsidiary,,2024,"37,496904","-122,3330573"
1615,Electronic Arts,Redwood City,San Francisco Bay Area,California,USA,North America,670.0,28.02.24,5,13400.0,12730.0,Consumer,Post-IPO,2,2024,"37,4863239","-122,232523"
1617,Treasury Prime,San Francisco,San Francisco Bay Area,California,USA,North America,40.0,28.02.24,40,100.0,60.0,Finance,Series C,71,2024,"37,7792588","-122,4193286"
1618,Vacasa,Portland,,Oregon,USA,North America,320.0,28.02.24,5,6400.0,6080.0,Travel,Post-IPO,834,2024,"45,5202471","-122,674194"
1621,Gro Intelligence,New York City,,New York,USA,North America,90.0,01.03.24,60,150.0,60.0,Food,Series B,118,2024,"40,7127281","-74,0060152"
1622,Pristyn Care,Gurugram,,,India,Asia,120.0,01.03.24,7,1714.0,1594.0,Healthcare,Series E,177,2024,"28,4646148","77,0299194"
1623,Project Ronin,San Mateo,San Francisco Bay Area,California,USA,North America,150.0,01.03.24,100,150.0,,Healthcare,Unknown,,2024,"37,496904","-122,3330573"
1625,Edgio,Phoenix,,Arizona,USA,North America,80.0,04.03.24,10,800.0,720.0,Infrastructure,Post-IPO,462,2024,"33,4484367","-112,074141"
1626,Melio,New York City,,New York,USA,North America,40.0,04.03.24,7,571.0,531.0,Finance,Series D,504,2024,"40,7127281","-74,0060152"
1627,Our Next Energy,Detroit,,Michigan,USA,North America,40.0,04.03.24,13,308.0,268.0,Transportation,Series B,390,2024,"42,3315509","-83,0466403"
1629,MessageBird,Amsterdam,,,Netherlands,Europe,90.0,05.03.24,20,450.0,360.0,Other,Series C,1,2024,"52,3730796","4,8924534"
1633,Sorare,New York City,,New York,USA,North America,22.0,06.03.24,13,169.0,147.0,Crypto,Series B,739,2024,"40,7127281","-74,0060152"
1635,Turnitin,Oakland,San Francisco Bay Area,California,USA,North America,15.0,07.03.24,2,750.0,735.0,Education,Acquired,,2024,"37,8044557","-122,271356"
1637,Niche,Pittsburgh,,Pennsylvania,USA,North America,24.0,08.03.24,7,343.0,319.0,Education,Series C,44,2024,"40,4416941","-79,9900861"
1638,Deadspin,New York City,,New York,USA,North America,11.0,11.03.24,100,11.0,,Media,Acquired,,2024,"40,7127281","-74,0060152"
1640,Phantom Auto,San Francisco,San Francisco Bay Area,California,USA,North America,100.0,12.03.24,100,100.0,,Transportation,Unknown,86,2024,"37,7792588","-122,4193286"
1641,Stash,New York City,,New York,USA,North America,80.0,13.03.24,25,320.0,240.0,Finance,Unknown,480,2024,"40,7127281","-74,0060152"
1642,Textio,Seattle,,Washington,USA,North America,14.0,14.03.24,16,88.0,74.0,HR,Unknown,42,2024,"47,6038321","-122,330062"
1644,Chipper Cash,San Francisco,San Francisco Bay Area,California,USA,North America,20.0,15.03.24,,,,Finance,Series C,302,2024,"37,7792588","-122,4193286"
1645,Flock Freight,San Diego,,California,USA,North America,54.0,16.03.24,,,,Logistics,Series D,399,2024,"32,7174202","-117,162772"
1648,Orbotech,Yavne,,,Israel,Asia,100.0,19.03.24,,,,Manufacturing,Acquired,,2024,"31,8768863","34,7382974"
1649,ShopBack,Singapore,,,Singapore,Asia,195.0,19.03.24,24,813.0,618.0,Retail,Series F,355,2024,"1,2899175","103,8519072"
1652,Dell,Austin,,Texas,USA,North America,6000.0,25.03.24,5,120000.0,114000.0,Hardware,Post-IPO,,2024,"30,2711286","-97,7436995"
1653,Synctera,Palo Alto,San Francisco Bay Area,California,USA,North America,17.0,26.03.24,15,113.0,96.0,Finance,Series A,79,2024,"37,4443293","-122,1598465"
1654,ChowNow,Los Angeles,,California,USA,North America,60.0,28.03.24,20,300.0,240.0,Food,Series C,64,2024,"34,0536909","-118,242766"
1655,Identiq,Tel Aviv,,,Israel,Asia,20.0,01.04.24,44,45.0,25.0,Security,Series A,52,2024,"32,0852997","34,7818064"
1656,Osso VR,San Francisco,San Francisco Bay Area,California,USA,North America,67.0,01.04.24,,,,Healthcare,Series C,109,2024,"37,7792588","-122,4193286"
1659,Bell,Montreal,,,Canada,North America,400.0,02.04.24,,,,Telecommunications,Unknown,,2024,"45,5031824","-73,5698065"
1660,Byju's,Bengaluru,,,India,Asia,500.0,02.04.24,3,16667.0,16167.0,Education,Private Equity,,2024,"12,98815675","77,62260004"
1665,Kaseya,Miami,,Florida,USA,North America,150.0,03.04.24,,,,Software Development,Unknown,547,2024,"25,7741728","-80,19362"
1666,Lightspeed Commerce,Montreal,,,Canada,North America,280.0,03.04.24,10,2800.0,2520.0,Retail,Post-IPO,1200,2024,"45,5031824","-73,5698065"
1668,Vivian Health,San Francisco,San Francisco Bay Area,California,USA,North America,13.0,03.04.24,,,,Healthcare,Acquired,,2024,"37,7792588","-122,4193286"
1671,Apple,Cupertino,San Francisco Bay Area,California,USA,North America,614.0,05.04.24,,,,Hardware,Unknown,,2024,"37,3228934","-122,0322895"
1672,Ghost Autonomy,Mountain View,San Francisco Bay Area,California,USA,North America,100.0,05.04.24,100,100.0,,Transportation,Series E,247,2024,"37,3893889","-122,0832101"
1673,Bolt.Earth,Bengaluru,,,India,Asia,70.0,06.04.24,40,175.0,105.0,Software Development,Unknown,,2024,"12,98815675","77,62260004"
1674,EXL,New York City,,New York,USA,North America,800.0,06.04.24,2,40000.0,39200.0,IT Services,Unknown,,2024,"40,7127281","-74,0060152"
1676,Singularity 6,Los Angeles,,California,USA,North America,49.0,08.04.24,35,140.0,91.0,Gaming,Series B,49,2024,"34,0536909","-118,242766"
1677,Trendsales,Copenhagen,,,Denmark,Europe,79.0,08.04.24,100,79.0,,Retail,Acquired,,2024,"55,6867243","12,5700724"
1678,Checkr,San Francisco,San Francisco Bay Area,California,USA,North America,382.0,09.04.24,32,1194.0,812.0,HR,Series D,,2024,"37,7792588","-122,4193286"
1679,Intel,Santa Clara,San Francisco Bay Area,California,USA,North America,62.0,09.04.24,,,,Semiconductors,Post-IPO,12,2024,"37,354107","-121,955238"
1680,Cornershop,Santiago,,,Chile,South America,200.0,10.04.24,,,,Food,Acquired,32,2024,"-33,4377756","-70,6504502"
1681,Scaler,Bengaluru,,,India,Asia,150.0,10.04.24,,,,Education,Series B,55,2024,"12,98815675","77,62260004"
1682,Fabric,New York City,,New York,USA,North America,30.0,11.04.24,15,200.0,170.0,Logistics,Series C,336,2024,"40,7127281","-74,0060152"
1685,Criteo,Paris,,,France,Europe,140.0,12.04.24,4,3500.0,3360.0,Marketing,Unknown,,2024,"48,8588897","2,320041022"
1686,Criteo,Paris,,,France,Europe,140.0,12.04.24,4,3500.0,3360.0,Marketing,Post-IPO,61,2024,"48,8588897","2,320041022"
1687,Glovo,Barcelona,,,Spain,Europe,25.0,12.04.24,,,,Food,Acquired,1200,2024,"41,3828939","2,1774322"
1688,TikTok,Dublin,,,Ireland,Europe,250.0,13.04.24,,,,Entertainment Providers,Acquired,,2024,"53,3493795","-6,2605593"
1689,McKinsey & Co,New York City,,New York,USA,North America,360.0,15.04.24,3,12000.0,11640.0,Business Consulting and Services,Unknown,,2024,"40,7127281","-74,0060152"
1690,Tesla,Austin,,Texas,USA,North America,14000.0,15.04.24,10,140000.0,126000.0,Motor Vehicle Manufacturing,Unknown,,2024,"30,2711286","-97,7436995"
1691,Kwalee,Leamington Spa,,,UK,Europe,40.0,16.04.24,10,400.0,360.0,Gaming,Unknown,,2024,"52,2913394","-1,536404"
1692,Take-Two,New York City,,New York,USA,North America,600.0,16.04.24,5,12000.0,11400.0,Entertainment Providers,Post-IPO,4100,2024,"40,7127281","-74,0060152"
1693,Tome,San Francisco,San Francisco Bay Area,California,USA,North America,12.0,16.04.24,20,60.0,48.0,AI,Series B,75,2024,"37,7792588","-122,4193286"
1694,Tome,San Francisco,San Francisco Bay Area,California,USA,North America,12.0,16.04.24,25,48.0,36.0,AI,Series B,75,2024,"37,7792588","-122,4193286"
1695,ConnectWise,Tampa,,Florida,USA,North America,80.0,17.04.24,,,,Software Development,Unknown,,2024,"27,9477595","-82,458444"
1696,Data.ai,San Francisco,San Francisco Bay Area,California,USA,North America,44.0,17.04.24,11,400.0,356.0,Software Development,Unknown,,2024,"37,7792588","-122,4193286"
1699,Toshiba,Tokyo,,,Japan,Asia,5000.0,17.04.24,10,50000.0,45000.0,Appliances,Post-IPO,574,2024,"35,6821936","139,762221"
1700,Good Glamm Group,New Delhi,,,India,Asia,150.0,18.04.24,15,1000.0,850.0,IT Services,Unknown,,2024,"28,6138954","77,2090057"
1702,Showpad,Ghent,,,Belgium,Europe,50.0,18.04.24,10,500.0,450.0,Marketing,Series D,159,2024,"51,0538286","3,7250121"
1703,Stability AI,London,,,UK,Europe,20.0,18.04.24,10,200.0,180.0,AI,Unknown,174,2024,"51,4893335","-0,144055085"
1704,The Good Glamour,New Delhi,,,India,Asia,150.0,18.04.24,15,1000.0,850.0,Retail,Unknown,180,2024,"28,6138954","77,2090057"
1706,OutSystems,Boston,,Massachusetts,USA,North America,150.0,19.04.24,8,1875.0,1725.0,Product,Series G,802,2024,"42,3554334","-71,060511"
1709,Expedia,Austin,,Texas,USA,North America,84.0,24.04.24,,,,Travel,Post-IPO,3,2024,"30,2711286","-97,7436995"
1710,Freenome,San Francisco,San Francisco Bay Area,California,USA,North America,100.0,24.04.24,20,500.0,400.0,Healthcare,Unknown,,2024,"37,7792588","-122,4193286"
1711,Heureka Group,Prague,,,Czech Republic,Europe,100.0,24.04.24,16,625.0,525.0,Retail,Acquired,,2024,"50,0874654","14,4212535"
1712,SunPower,Los Angeles,,California,USA,North America,1000.0,24.04.24,,,,Semiconductors,Unknown,,2024,"34,0536909","-118,242766"
1713,Tesla,Palo Alto,San Francisco Bay Area,California,USA,North America,6020.0,24.04.24,,,,Motor Vehicle Manufacturing,Unknown,,2024,"37,4443293","-122,1598465"
1715,A2Mac1 LLC,Belleville,,Michigan,USA,North America,70.0,26.04.24,,,,Software Development,Unknown,,2024,"38,5135805","-89,9841627"
1716,Phononic,Durham,,North Carolina,USA,North America,50.0,26.04.24,,,,Semiconductors,Unknown,,2024,"35,996653","-78,9018053"
1717,True Anomaly,Denver,,Colorado,USA,North America,30.0,26.04.24,25,120.0,90.0,Aerospace,Series B,158,2024,"39,7392364","-104,984862"
1719,HealthifyMe,Bengaluru,,,India,Asia,150.0,27.04.24,27,556.0,406.0,Healthcare,Series D,130,2024,"12,98815675","77,62260004"
1721,Getir,London,,,UK,Europe,3300.0,29.04.24,,,,Food,Unknown,,2024,"51,4893335","-0,144055085"
1722,Ninja Van,Singapore,,,Singapore,Asia,21.0,29.04.24,10,210.0,189.0,Transportation,Series E,974,2024,"1,2899175","103,8519072"
1723,Ola,Bengaluru,,,India,Asia,180.0,29.04.24,10,1800.0,1620.0,Transportation,Series J,3800,2024,"12,98815675","77,62260004"
1727,RiseUp,London,,,UK,Europe,50.0,30.04.24,50,100.0,50.0,Fintech,Series B,30,2024,"51,4893335","-0,144055085"
1728,Tesla,Austin,,Texas,USA,North America,500.0,30.04.24,,,,Transportation,Unknown,,2024,"30,2711286","-97,7436995"
1729,Assurance,Seattle,,Washington,USA,North America,112.0,01.05.24,100,112.0,,Insurance,Unknown,,2024,"47,6038321","-122,330062"
1730,Google,Mountain View,San Francisco Bay Area,California,USA,North America,200.0,01.05.24,,,,Consumer,Post-IPO,26,2024,"37,3893889","-122,0832101"
1732,Cabify,Madrid,,,Spain,Europe,29.0,02.05.24,,,,Transportation,Unknown,,2024,"40,4167047","-3,7035825"
1733,Google,Mountain View,San Francisco Bay Area,California,USA,North America,200.0,02.05.24,,,,Consumer,Post-IPO,26,2024,"37,3893889","-122,0832101"
1734,Peloton,New York City,,New York,USA,North America,400.0,02.05.24,15,2667.0,2267.0,Fitness,Post-IPO,1900,2024,"40,7127281","-74,0060152"
1735,Bakkt,Atlanta,,Georgia,USA,North America,28.0,03.05.24,,,,Crypto,Post-IPO,,2024,"33,7489924","-84,3902644"
1736,Rivian,Los Angeles,,California,USA,North America,150.0,03.05.24,,,,Transportation,Post-IPO,10700,2024,"34,0536909","-118,242766"
1737,Sprinklr,New York City,,New York,USA,North America,116.0,03.05.24,3,3867.0,3751.0,Software Development,Post-IPO,429,2024,"40,7127281","-74,0060152"
1738,Cue Health,San Diego,,California,USA,North America,230.0,04.05.24,49,469.0,239.0,Healthcare,Post-IPO,899,2024,"32,7174202","-117,162772"
1739,Luminar,Orlando,,Florida,USA,North America,147.0,04.05.24,20,735.0,588.0,Transportation,Post-IPO,780,2024,"28,5421109","-81,3790304"
1740,Enovix,Fremont,San Francisco Bay Area,California,USA,North America,170.0,06.05.24,33,515.0,345.0,Energy,Post-IPO,516,2024,"37,5482697","-121,988571"
1743,Arkane Studios,Austin,,Texas,USA,North America,96.0,08.05.24,100,96.0,,Consumer,Unknown,,2024,"30,2711286","-97,7436995"
1746,PrepLadder,New Delhi,,,India,Asia,145.0,08.05.24,25,580.0,435.0,Education,Unknown,,2024,"28,6138954","77,2090057"
1747,Simpl,Bengaluru,,,India,Asia,100.0,08.05.24,15,667.0,567.0,Finance,Series B,71,2024,"12,98815675","77,62260004"
1748,Sight Diagnostics,Tel Aviv,,,Israel,Asia,40.0,09.05.24,30,133.0,93.0,Healthcare,Series D,124,2024,"32,0852997","34,7818064"
1749,Vacasa,Portland,,Oregon,USA,North America,800.0,09.05.24,13,6154.0,5354.0,Hospitality,Unknown,,2024,"45,5202471","-122,674194"
1750,CI Gaming,Warsaw,,,Poland,Europe,30.0,10.05.24,,,,Gaming,Unknown,,2024,"52,2337172","21,07143224"
1751,Google,Mountain View,San Francisco Bay Area,California,USA,North America,57.0,10.05.24,,,,Consumer,Post-IPO,26,2024,"37,3893889","-122,0832101"
1752,Motional,Pittsburgh,,Pennsylvania,USA,North America,550.0,10.05.24,40,1375.0,825.0,Transportation,Unknown,,2024,"40,4416941","-79,9900861"
1753,Rivian,Palo Alto,San Francisco Bay Area,California,USA,North America,120.0,10.05.24,,,,Transportation,Post-IPO,10700,2024,"37,4443293","-122,1598465"
1754,Indeed,Austin,,Texas,USA,North America,1000.0,13.05.24,8,12500.0,11500.0,HR,Acquired,5,2024,"30,2711286","-97,7436995"
1757,Atmosphere,Austin,,Texas,USA,North America,100.0,15.05.24,,,,Entertainment Providers,Series D,214,2024,"30,2711286","-97,7436995"
1760,Phoenix Labs,Vancouver,,,Canada,North America,100.0,16.05.24,,,,Gaming,Unknown,,2024,"49,2608724","-123,113952"
1761,Replit,San Francisco,San Francisco Bay Area,California,USA,North America,30.0,16.05.24,20,150.0,120.0,Software Development,Unknown,222,2024,"37,7792588","-122,4193286"
1762,Singularity 6,Los Angeles,,California,USA,North America,36.0,16.05.24,,,,Gaming,Series B,39,2024,"34,0536909","-118,242766"
1763,Toshiba,Tokyo,,,Japan,Asia,4000.0,16.05.24,,,,Appliances,Post-IPO,,2024,"35,6821936","139,762221"
1764,Wefox,Berlin,,Berlin,Germany,Europe,60.0,16.05.24,,,,Finance,Series D,1300,2024,"52,5170365","13,3888599"
1768,TikTok,Los Angeles,,California,USA,North America,1000.0,21.05.24,,,,Entertainment Providers,Acquired,,2024,"34,0536909","-118,242766"
1769,Guild,Denver,,Colorado,USA,North America,300.0,22.05.24,25,1200.0,900.0,Education,Series F,643,2024,"39,7392364","-104,984862"
1771,Cue Health,San Diego,,California,USA,North America,180.0,23.05.24,100,180.0,,Healthcare,Post-IPO,899,2024,"32,7174202","-117,162772"
1772,Lucid Motors,Newark,San Francisco Bay Area,California,USA,North America,400.0,24.05.24,6,6667.0,6267.0,Transportation,Post-IPO,8300,2024,"37,52966","-122,04024"
1773,Satellogic,Montevideo,,,Uruquay,South America,34.0,24.05.24,13,262.0,228.0,Aerospace,Post-IPO,424,2024,"-34,901112","-56,164532"
1774,Foursquare,New York City,,New York,USA,North America,105.0,27.05.24,25,420.0,315.0,Marketing,Series G,390,2024,"40,7127281","-74,0060152"
1775,Ualá,Buenos Aires,,,Argentina,South America,140.0,28.05.24,9,1556.0,1416.0,Fintech,Unknown,,2024,"-34,6037181","-58,38153"
1778,Take-Two Interactive,New York City,,New York,USA,North America,70.0,29.05.24,,,,Gaming,Unknown,,2024,"40,7127281","-74,0060152"
1779,Walnut,Tel Aviv,,,Israel,Asia,15.0,29.05.24,20,75.0,60.0,Sales,Series B,56,2024,"32,0852997","34,7818064"
1780,FlightStats,Portland,,Oregon,USA,North America,73.0,30.05.24,,,,Travel,Acquired,3,2024,"45,5202471","-122,674194"
1781,ICANN,Los Angeles,,California,USA,North America,33.0,30.05.24,7,471.0,438.0,Infrastructure,Unknown,,2024,"34,0536909","-118,242766"
1782,Google,Mountain View,San Francisco Bay Area,California,USA,North America,100.0,31.05.24,,,,Consumer,Post-IPO,26,2024,"37,3893889","-122,0832101"
1785,Tropic,New York City,,New York,USA,North America,40.0,31.05.24,,,,Finance,Series B,67,2024,"40,7127281","-74,0060152"
1786,Microsoft,Seattle,,Washington,USA,North America,1000.0,03.06.24,,,,Software Development,Post-IPO,,2024,"47,6038321","-122,330062"
1787,OrCam,Jerusalem,,,Israel,Asia,100.0,03.06.24,,,,Healthcare,Unknown,86,2024,"31,78847185","35,21879441"
1788,Microsoft,Seattle,,Washington,USA,North America,3000.0,04.06.24,,,,Software Development,Post-IPO,,2024,"47,6038321","-122,330062"
1789,Aleph Farms,Tel Aviv,,,Israel,Asia,30.0,05.06.24,30,100.0,70.0,Food,Unknown,,2024,"32,0852997","34,7818064"
1790,MoonPay,Dover,,Ohio,USA,North America,30.0,05.06.24,10,300.0,270.0,Crypto,Unknown,651,2024,"39,158168","-75,5243682"
1791,Pagaya,Tel Aviv,,,Israel,Asia,100.0,05.06.24,14,714.0,614.0,Finance,Post-IPO,571,2024,"32,0852997","34,7818064"
1793,Oda,Oslo,,,Norway,Europe,150.0,06.06.24,,,,Food,Unknown,377,2024,"59,9133301","10,7389701"
1794,Revel,New York City,,New York,USA,North America,1000.0,06.06.24,,,,Transportation,Unknown,214,2024,"40,7127281","-74,0060152"
1795,Copia,Nairobi,,,Kenya,Africa,1060.0,07.06.24,,,,Retail,Unknown,,2024,"-1,2832533","36,8172449"
1796,Simpl,Bengaluru,,,India,Asia,30.0,07.06.24,,,,Finance,Series B,71,2024,"12,98815675","77,62260004"
1797,Kissflow,Chennai,,,India,Asia,45.0,10.06.24,11,409.0,364.0,SaaS,Unknown,,2024,"13,0836939","80,270186"
